Timeframe,sc1_vg_B_x,sc1_vg_B_y,sc1_vg_B_z,sc2_vg_B_x,sc2_vg_B_y,sc2_vg_B_z,sc3_vg_B_x,sc3_vg_B_y,sc3_vg_B_z,sc4_vg_B_x,sc4_vg_B_y,sc4_vg_B_z,sc5_vg_B_x,sc5_vg_B_y,sc5_vg_B_z,sc6_vg_B_x,sc6_vg_B_y,sc6_vg_B_z,sc7_vg_B_x,sc7_vg_B_y,sc7_vg_B_z
1364,-8.075712066587669e-09,1.8635443334039582e-09,-7.89585149438787e-10,-1.3562514189695925e-08,4.3613091675234725e-10,-1.1665305998531276e-09,1.3597050717659647e-09,6.182744194163912e-10,-2.8617671615669153e-09,1.1829794049943625e-08,-2.175705622602691e-09,-7.596602195626167e-10,-9.444352353495211e-09,1.999852411792496e-09,-7.875866227785018e-10,-8.182914602200931e-09,1.3933174701785449e-09,-9.942857666105636e-10,-6.050123500426654e-09,1.3574716414854844e-09,-5.442643651304078e-10
1365,-8.102083220167562e-09,1.7231600394000027e-09,-7.615136006473947e-10,-1.3688398477774391e-08,2.0805908869213836e-10,-1.2486888448237116e-09,1.613927694741395e-09,6.170796982076425e-10,-2.9243498025775135e-09,1.1796385449215259e-08,-2.113524239346035e-09,-5.917361732861249e-10,-9.498348780399064e-09,1.7109300906851975e-09,-7.797998772745969e-10,-8.318468066615086e-09,1.069504920253576e-09,-8.955414880896791e-10,-5.754650517659617e-09,9.042476542700539e-10,-5.295552081069591e-10
1366,-8.055366547314444e-09,1.331757999967185e-09,-7.251493678810098e-10,-1.374814360777044e-08,-1.6800754562988245e-12,-1.3226075568441926e-09,1.987133844321866e-09,6.12892244005155e-10,-2.9741837449547886e-09,1.170107583171457e-08,-2.0427608351247105e-09,-4.0234362047139366e-10,-9.521535774958361e-09,1.2162690280104443e-09,-8.049735648082621e-10,-8.360196118645344e-09,4.720480685569462e-10,-7.963124911415084e-10,-5.458617145074989e-09,2.617895026761264e-10,-5.648614121947827e-10
1367,-7.981383511087944e-09,7.169353748528061e-10,-7.175535480729915e-10,-1.3765943631245617e-08,-2.014754411813897e-10,-1.3854627857673868e-09,2.425403981638698e-09,6.250820660562438e-10,-2.990051007805976e-09,1.1549651494248137e-08,-1.9765086069716223e-09,-2.1012147273634136e-10,-9.54284532119419e-09,5.805745729896164e-10,-8.837650282114092e-10,-8.349025055077674e-09,-2.9870418425637176e-10,-7.441249183533471e-10,-5.273188603587213e-09,-4.722964042707356e-10,-6.654353055203388e-10
1368,-7.944200653123934e-09,-1.2054825934129185e-11,-7.673616013338958e-10,-1.3748990909129544e-08,-3.7375020254253533e-10,-1.4404895361956554e-09,2.879493959408992e-09,6.898374604407118e-10,-2.959495555756359e-09,1.1354761924432644e-08,-1.9245983201000666e-09,-4.604271356125472e-11,-9.567682511315443e-09,-8.269309477391835e-11,-1.012798500577896e-09,-8.331425950017997e-09,-1.077124766037439e-09,-7.821029110412967e-10,-5.263845988363688e-09,-1.1755056453298562e-09,-8.319258780238495e-10
1369,-7.96881475773965e-09,-7.24456302204963e-10,-8.81385725155751e-10,-1.368984508200507e-08,-5.263582560164757e-10,-1.4888195196541806e-09,3.3201584719171266e-09,8.017869581902623e-10,-2.8909870854886486e-09,1.1134173421613308e-08,-1.8858812545576623e-09,8.007412124789839e-11,-9.588544495165097e-09,-6.716568062366318e-10,-1.1532622876841208e-09,-8.316979416983945e-09,-1.708706578969242e-09,-8.870085473039484e-10,-5.396859855569538e-09,-1.7430812144172604e-09,-1.0216203148120893e-09
1370,-8.038359478449933e-09,-1.3398695571635118e-09,-1.0255315187785086e-09,-1.3625202091022403e-08,-6.522192185088969e-10,-1.5361387074572001e-09,3.736163720271655e-09,9.47471489975324e-10,-2.793622329894813e-09,1.0888980252307541e-08,-1.8539143843928027e-09,1.8292688300042874e-10,-9.600804705013897e-09,-1.1511473635996552e-09,-1.2551661219355042e-09,-8.29748816858349e-09,-2.1386754391613496e-09,-9.907199013701422e-10,-5.612324073205661e-09,-2.143117158235313e-09,-1.153857226210694e-09
1371,-8.123224663687621e-09,-1.7878121950604795e-09,-1.1290651684691942e-09,-1.3543012127783647e-08,-7.524626714076935e-10,-1.568325983492977e-09,4.118422154123724e-09,1.111968600357568e-09,-2.6860758089166333e-09,1.063321943522752e-08,-1.824346605798199e-09,2.682018023271066e-10,-9.611044482843214e-09,-1.5038756665682184e-09,-1.2970761365516799e-09,-8.272602742952604e-09,-2.3683508417440607e-09,-1.036467339481321e-09,-5.8569729144104445e-09,-2.38212055443957e-09,-1.1882695838130984e-09
1372,-8.215107557888692e-09,-2.082088223139975e-09,-1.1590216262406658e-09,-1.34709316994813e-08,-8.36874173978121e-10,-1.5699684611982806e-09,4.472133812786101e-09,1.2854547033643483e-09,-2.585297831105084e-09,1.0380759731393326e-08,-1.8047615565256137e-09,3.2814412734985514e-10,-9.62209695844356e-09,-1.7599942049239435e-09,-1.2898994110520008e-09,-8.2541238519657e-09,-2.4524148464047034e-09,-1.025841488692457e-09,-6.107262160189355e-09,-2.5145365303746797e-09,-1.15138655201498e-09
1373,-8.307672726403444e-09,-2.2568112515065504e-09,-1.1308496640033207e-09,-1.3411575289768312e-08,-9.052481504516563e-10,-1.5402294081543595e-09,4.7995116746193904e-09,1.46619284397544e-09,-2.5063017306528895e-09,1.0140544222593107e-08,-1.798237546193558e-09,3.5960902251650236e-10,-9.633338793547197e-09,-1.939164365387104e-09,-1.255977124166716e-09,-8.242948495331952e-09,-2.4555505278303718e-09,-9.849992556170636e-10,-6.346756292217822e-09,-2.5819754948017046e-09,-1.085727092508185e-09
1374,-8.399463146385983e-09,-2.3545063829914073e-09,-1.0740239794376887e-09,-1.33697852861648e-08,-9.50764533562869e-10,-1.483029995342401e-09,5.121304413642587e-09,1.6641042532678742e-09,-2.4545621687672728e-09,9.900583570872193e-09,-1.8167914339430435e-09,3.726849097236517e-10,-9.643740129711959e-09,-2.0632126910382785e-09,-1.2073548445262887e-09,-8.234208109757602e-09,-2.409237481811602e-09,-9.290037727884288e-10,-6.583751887440642e-09,-2.6122157652351504e-09,-1.0044907151307914e-09
1375,-8.490944913156578e-09,-2.4034076826123618e-09,-1.0007586786427981e-09,-1.334748758624045e-08,-9.643394129766519e-10,-1.4049997713089765e-09,5.4330513227977664e-09,1.874416554422786e-09,-2.4417201005778896e-09,9.666552055857028e-09,-1.8634227050332234e-09,3.7370801189349834e-10,-9.649230335503657e-09,-2.136844633541545e-09,-1.1420231889444126e-09,-8.222154136910182e-09,-2.328813917602596e-09,-8.523719397107535e-10,-6.805095292219942e-09,-2.6244381264341446e-09,-9.161226183717543e-10
1376,-8.567886765200386e-09,-2.4169408149679887e-09,-9.189495830903449e-10,-1.333867065930923e-08,-9.542512585880733e-10,-1.3180324246042385e-09,5.725725912101632e-09,2.0703787552458922e-09,-2.442454732033101e-09,9.447182258919422e-09,-1.9317921549313227e-09,3.6366177386901943e-10,-9.64755216549844e-09,-2.1680380969915608e-09,-1.0624146758769675e-09,-8.192943176659565e-09,-2.2325080167368834e-09,-7.641852717023374e-10,-7.002582854949289e-09,-2.6159954212947775e-09,-8.243091711625904e-10
1377,-8.63114431365169e-09,-2.3988089203016786e-09,-8.287070929859142e-10,-1.334698355135403e-08,-9.343100977469958e-10,-1.2170333153926253e-09,5.9822134795614635e-09,2.218387046698215e-09,-2.422726348994287e-09,9.249292392667763e-09,-2.008843162144083e-09,3.427245192194706e-10,-9.634615907593242e-09,-2.1585826110889813e-09,-9.689163696165968e-10,-8.144759871655426e-09,-2.110095002803141e-09,-6.743598760537895e-10,-7.172270258212998e-09,-2.5793966069320475e-09,-7.332534959984236e-10
1378,-8.664318059537585e-09,-2.3505619336490203e-09,-7.383176289946209e-10,-1.3376940172180303e-08,-9.115681899513039e-10,-1.0965332381583656e-09,6.1846476188006356e-09,2.2974299279785967e-09,-2.3749356684208076e-09,9.088539162138234e-09,-2.0763865171379533e-09,3.098785813658433e-10,-9.597927205342049e-09,-2.1075255790423964e-09,-8.77908946035365e-10,-8.067379994901213e-09,-1.971796791771611e-09,-5.935357637603173e-10,-7.300277158765758e-09,-2.5173287772767713e-09,-6.559839741101279e-10
1379,-8.667090695920691e-09,-2.270313029499634e-09,-6.600343917133576e-10,-1.3415123478555279e-08,-8.877587985622132e-10,-9.514061400442656e-10,6.334464704662366e-09,2.311122111052184e-09,-2.3073388924965e-09,8.978030858353757e-09,-2.1243695536934475e-09,2.669070548908529e-10,-9.532138346691525e-09,-2.0119135112286813e-09,-7.955857350322183e-10,-7.96906047000478e-09,-1.8136511553440374e-09,-5.271268700383016e-10,-7.386790815924352e-09,-2.4287930103401596e-09,-5.921408332830511e-10
1380,-8.63399675141083e-09,-2.1546822155077655e-09,-5.974206581526939e-10,-1.3452215047024575e-08,-8.620858650405381e-10,-7.827676914109362e-10,6.445768838066768e-09,2.272578406181199e-09,-2.225001963499966e-09,8.915551732320722e-09,-2.136330156394339e-09,2.2105053238978883e-10,-9.447536983048777e-09,-1.8759760213891618e-09,-7.249513734316462e-10,-7.849871689606323e-09,-1.6312714811610604e-09,-4.769912717427331e-10,-7.425669753597274e-09,-2.304002864126811e-09,-5.330883516613181e-10
